,Districtid,monthid,cases
2598,HR_Ambala,15,2834
2599,HR_Ambala,16,150
2600,HR_Ambala,17,24
2601,HR_Bhiwani,1,0
2602,HR_Bhiwani,2,6
2603,HR_Bhiwani,3,101
2604,HR_Bhiwani,4,554
2605,HR_Bhiwani,5,230
2606,HR_Bhiwani,6,1130
2607,HR_Bhiwani,7,1096
2608,HR_Bhiwani,8,1608
2609,HR_Bhiwani,9,1209
2610,HR_Bhiwani,10,203
2611,HR_Bhiwani,11,32
2612,HR_Bhiwani,12,39
2613,HR_Bhiwani,13,558
2614,HR_Bhiwani,14,10096
2615,HR_Bhiwani,15,4533
2616,HR_Bhiwani,16,144
2617,HR_Bhiwani,17,18
2618,HR_Charkhi Dadri,1,0
2619,HR_Charkhi Dadri,2,4
2620,HR_Charkhi Dadri,3,43
2621,HR_Charkhi Dadri,4,51
2622,HR_Charkhi Dadri,5,114
2623,HR_Charkhi Dadri,6,196
2624,HR_Charkhi Dadri,7,343
2625,HR_Charkhi Dadri,8,382
2626,HR_Charkhi Dadri,9,269
2627,HR_Charkhi Dadri,10,93
2628,HR_Charkhi Dadri,11,2
2629,HR_Charkhi Dadri,12,14
2630,HR_Charkhi Dadri,13,128
2631,HR_Charkhi Dadri,14,2027
2632,HR_Charkhi Dadri,15,1155
2633,HR_Charkhi Dadri,16,62
2634,HR_Charkhi Dadri,17,3
2635,HR_Faridabad,1,0
2636,HR_Faridabad,2,131
2637,HR_Faridabad,3,1137
2638,HR_Faridabad,4,4260
2639,HR_Faridabad,5,4901
2640,HR_Faridabad,6,5226
2641,HR_Faridabad,7,5558
2642,HR_Faridabad,8,9429
2643,HR_Faridabad,9,11853
2644,HR_Faridabad,10,1708
2645,HR_Faridabad,11,380
2646,HR_Faridabad,12,392
2647,HR_Faridabad,13,5172
2648,HR_Faridabad,14,41070
2649,HR_Faridabad,15,4868
2650,HR_Faridabad,16,140
2651,HR_Faridabad,17,64
2652,HR_Fatehabad,1,0
2653,HR_Fatehabad,2,7
2654,HR_Fatehabad,3,58
2655,HR_Fatehabad,4,72
2656,HR_Fatehabad,5,358
2657,HR_Fatehabad,6,1036
2658,HR_Fatehabad,7,853
2659,HR_Fatehabad,8,1077
2660,HR_Fatehabad,9,763
2661,HR_Fatehabad,10,151
2662,HR_Fatehabad,11,20
2663,HR_Fatehabad,12,49
2664,HR_Fatehabad,13,1165
2665,HR_Fatehabad,14,7867
2666,HR_Fatehabad,15,3351
2667,HR_Fatehabad,16,197
2668,HR_Fatehabad,17,30
2669,HR_Gurugram,1,0
2670,HR_Gurugram,2,170
2671,HR_Gurugram,3,3115
2672,HR_Gurugram,4,3649
2673,HR_Gurugram,5,2914
2674,HR_Gurugram,6,5400
2675,HR_Gurugram,7,8411
2676,HR_Gurugram,8,14297
2677,HR_Gurugram,9,15415
2678,HR_Gurugram,10,2704
2679,HR_Gurugram,11,797
2680,HR_Gurugram,12,1271
2681,HR_Gurugram,13,13506
2682,HR_Gurugram,14,94104
2683,HR_Gurugram,15,9864
2684,HR_Gurugram,16,246
2685,HR_Gurugram,17,202
2686,HR_Hisar,1,0
2687,HR_Hisar,2,4
2688,HR_Hisar,3,121
2689,HR_Hisar,4,342
2690,HR_Hisar,5,743
2691,HR_Hisar,6,2580
2692,HR_Hisar,7,3632
2693,HR_Hisar,8,5211
2694,HR_Hisar,9,3337
2695,HR_Hisar,10,445
2696,HR_Hisar,11,60
2697,HR_Hisar,12,72
2698,HR_Hisar,13,1664
2699,HR_Hisar,14,26218
2700,HR_Hisar,15,7560
2701,HR_Hisar,16,154
2702,HR_Hisar,17,29
2703,HR_Jhajjar,1,0
2704,HR_Jhajjar,2,87
2705,HR_Jhajjar,3,45
2706,HR_Jhajjar,4,389
2707,HR_Jhajjar,5,429
2708,HR_Jhajjar,6,935
2709,HR_Jhajjar,7,950
2710,HR_Jhajjar,8,1410
2711,HR_Jhajjar,9,1147
2712,HR_Jhajjar,10,282
2713,HR_Jhajjar,11,78
2714,HR_Jhajjar,12,20
2715,HR_Jhajjar,13,939
2716,HR_Jhajjar,14,7336
2717,HR_Jhajjar,15,3920
2718,HR_Jhajjar,16,42
2719,HR_Jhajjar,17,17
2720,HR_Jind,1,0
2721,HR_Jind,2,20
2722,HR_Jind,3,51
2723,HR_Jind,4,80
2724,HR_Jind,5,219
2725,HR_Jind,6,980
2726,HR_Jind,7,1037
2727,HR_Jind,8,823
2728,HR_Jind,9,1163
2729,HR_Jind,10,368
2730,HR_Jind,11,72
2731,HR_Jind,12,100
2732,HR_Jind,13,1916
2733,HR_Jind,14,10712
2734,HR_Jind,15,2821
2735,HR_Jind,16,189
2736,HR_Jind,17,3
2737,HR_Kaithal,1,0
2738,HR_Kaithal,2,3
2739,HR_Kaithal,3,54
2740,HR_Kaithal,4,91
2741,HR_Kaithal,5,275
2742,HR_Kaithal,6,1372
2743,HR_Kaithal,7,875
2744,HR_Kaithal,8,368
2745,HR_Kaithal,9,514
2746,HR_Kaithal,10,158
2747,HR_Kaithal,11,77
2748,HR_Kaithal,12,261
2749,HR_Kaithal,13,1232
2750,HR_Kaithal,14,3844
2751,HR_Kaithal,15,1475
2752,HR_Kaithal,16,118
2753,HR_Kaithal,17,22
2754,HR_Karnal,1,0
2755,HR_Karnal,2,17
2756,HR_Karnal,3,111
2757,HR_Karnal,4,398
2758,HR_Karnal,5,924
2759,HR_Karnal,6,4100
2760,HR_Karnal,7,2134
2761,HR_Karnal,8,867
2762,HR_Karnal,9,1486
2763,HR_Karnal,10,643
2764,HR_Karnal,11,208
2765,HR_Karnal,12,1042
2766,HR_Karnal,13,5760
2767,HR_Karnal,14,17037
2768,HR_Karnal,15,3844
2769,HR_Karnal,16,165
2770,HR_Karnal,17,56
2771,HR_Kurukshetra,1,0
2772,HR_Kurukshetra,2,3
2773,HR_Kurukshetra,3,73
2774,HR_Kurukshetra,4,127
2775,HR_Kurukshetra,5,640
2776,HR_Kurukshetra,6,2909
2777,HR_Kurukshetra,7,2309
2778,HR_Kurukshetra,8,886
2779,HR_Kurukshetra,9,1077
2780,HR_Kurukshetra,10,462
2781,HR_Kurukshetra,11,159
2782,HR_Kurukshetra,12,722
2783,HR_Kurukshetra,13,3381
2784,HR_Kurukshetra,14,6612
2785,HR_Kurukshetra,15,1882
2786,HR_Kurukshetra,16,163
2787,HR_Kurukshetra,17,38
2788,HR_Mahendragarh,1,0
2789,HR_Mahendragarh,2,6
2790,HR_Mahendragarh,3,116
2791,HR_Mahendragarh,4,377
2792,HR_Mahendragarh,5,565
2793,HR_Mahendragarh,6,1436
2794,HR_Mahendragarh,7,1388
2795,HR_Mahendragarh,8,1790
2796,HR_Mahendragarh,9,621
2797,HR_Mahendragarh,10,116
2798,HR_Mahendragarh,11,14
2799,HR_Mahendragarh,12,5
2800,HR_Mahendragarh,13,171
2801,HR_Mahendragarh,14,11256
2802,HR_Mahendragarh,15,3106
2803,HR_Mahendragarh,16,28
2804,HR_Mahendragarh,17,0
2805,HR_Nuh,1,0
2806,HR_Nuh,2,60
2807,HR_Nuh,3,53
2808,HR_Nuh,4,232
2809,HR_Nuh,5,253
2810,HR_Nuh,6,349
2811,HR_Nuh,7,209
2812,HR_Nuh,8,177
2813,HR_Nuh,9,248
2814,HR_Nuh,10,66
2815,HR_Nuh,11,7
2816,HR_Nuh,12,9
2817,HR_Nuh,13,67
2818,HR_Nuh,14,2379
2819,HR_Nuh,15,702
2820,HR_Nuh,16,28
2821,HR_Nuh,17,5
2822,HR_Palwal,1,0
2823,HR_Palwal,2,37
2824,HR_Palwal,3,161
2825,HR_Palwal,4,331
2826,HR_Palwal,5,686
2827,HR_Palwal,6,717
2828,HR_Palwal,7,913
2829,HR_Palwal,8,657
2830,HR_Palwal,9,603
2831,HR_Palwal,10,143
2832,HR_Palwal,11,16
2833,HR_Palwal,12,7
2834,HR_Palwal,13,172
2835,HR_Palwal,14,3337
2836,HR_Palwal,15,2276
2837,HR_Palwal,16,372
2838,HR_Palwal,17,62
2839,HR_Panchkula,1,0
2840,HR_Panchkula,2,23
2841,HR_Panchkula,3,29
2842,HR_Panchkula,4,100
2843,HR_Panchkula,5,946
2844,HR_Panchkula,6,3038
2845,HR_Panchkula,7,2298
2846,HR_Panchkula,8,1150
2847,HR_Panchkula,9,1610
2848,HR_Panchkula,10,760
2849,HR_Panchkula,11,362
2850,HR_Panchkula,12,654
2851,HR_Panchkula,13,4259
2852,HR_Panchkula,14,11125
2853,HR_Panchkula,15,3180
2854,HR_Panchkula,16,138
2855,HR_Panchkula,17,33
2856,HR_Panipat,1,0
2857,HR_Panipat,2,36
2858,HR_Panipat,3,58
2859,HR_Panipat,4,318
2860,HR_Panipat,5,1538
2861,HR_Panipat,6,3832
2862,HR_Panipat,7,1727
2863,HR_Panipat,8,809
2864,HR_Panipat,9,1509
2865,HR_Panipat,10,528
2866,HR_Panipat,11,138
2867,HR_Panipat,12,246
2868,HR_Panipat,13,2137
2869,HR_Panipat,14,14619
2870,HR_Panipat,15,2721
2871,HR_Panipat,16,59
2872,HR_Panipat,17,11
2873,HR_Rewari,1,0
2874,HR_Rewari,2,6
2875,HR_Rewari,3,70
2876,HR_Rewari,4,616
2877,HR_Rewari,5,1741
2878,HR_Rewari,6,2103
2879,HR_Rewari,7,1932
2880,HR_Rewari,8,2349
2881,HR_Rewari,9,2027
2882,HR_Rewari,10,260
2883,HR_Rewari,11,20
2884,HR_Rewari,12,10
2885,HR_Rewari,13,335
2886,HR_Rewari,14,4680
2887,HR_Rewari,15,3503
2888,HR_Rewari,16,78
2889,HR_Rewari,17,18
2890,HR_Rohtak,1,0
2891,HR_Rohtak,2,7
2892,HR_Rohtak,3,292
2893,HR_Rohtak,4,707
2894,HR_Rohtak,5,951
2895,HR_Rohtak,6,2187
2896,HR_Rohtak,7,2343
2897,HR_Rohtak,8,2488
2898,HR_Rohtak,9,2411
2899,HR_Rohtak,10,417
2900,HR_Rohtak,11,93
2901,HR_Rohtak,12,44
2902,HR_Rohtak,13,1186
2903,HR_Rohtak,14,8220
2904,HR_Rohtak,15,3486
2905,HR_Rohtak,16,76
2906,HR_Rohtak,17,55
2907,HR_Sirsa,1,0
2908,HR_Sirsa,2,7
2909,HR_Sirsa,3,63
2910,HR_Sirsa,4,148
2911,HR_Sirsa,5,476
2912,HR_Sirsa,6,1682
2913,HR_Sirsa,7,1964
2914,HR_Sirsa,8,1943
2915,HR_Sirsa,9,1265
2916,HR_Sirsa,10,251
2917,HR_Sirsa,11,69
2918,HR_Sirsa,12,41
2919,HR_Sirsa,13,1299
2920,HR_Sirsa,14,13583
2921,HR_Sirsa,15,5405
2922,HR_Sirsa,16,219
2923,HR_Sirsa,17,16
2924,HR_Sonipat,1,0
2925,HR_Sonipat,2,120
2926,HR_Sonipat,3,404
2927,HR_Sonipat,4,1505
2928,HR_Sonipat,5,1257
2929,HR_Sonipat,6,2751
2930,HR_Sonipat,7,2807
2931,HR_Sonipat,8,2119
2932,HR_Sonipat,9,2673
2933,HR_Sonipat,10,610
2934,HR_Sonipat,11,95
2935,HR_Sonipat,12,106
2936,HR_Sonipat,13,2563
2937,HR_Sonipat,14,24253
2938,HR_Sonipat,15,4183
2939,HR_Sonipat,16,98
2940,HR_Sonipat,17,25
2941,HR_Yamunanagar,1,0
2942,HR_Yamunanagar,2,8
2943,HR_Yamunanagar,3,37
2944,HR_Yamunanagar,4,88
2945,HR_Yamunanagar,5,428
2946,HR_Yamunanagar,6,2253
2947,HR_Yamunanagar,7,1699
2948,HR_Yamunanagar,8,542
2949,HR_Yamunanagar,9,716
2950,HR_Yamunanagar,10,612
2951,HR_Yamunanagar,11,214
2952,HR_Yamunanagar,12,335
2953,HR_Yamunanagar,13,3195
2954,HR_Yamunanagar,14,9161
2955,HR_Yamunanagar,15,4148
2956,HR_Yamunanagar,16,160
2957,HR_Yamunanagar,17,38
2958,JH_Bokaro,1,0
2959,JH_Bokaro,2,10
2960,JH_Bokaro,3,19
2961,JH_Bokaro,4,64
2962,JH_Bokaro,5,453
2963,JH_Bokaro,6,2553
2964,JH_Bokaro,7,1461
2965,JH_Bokaro,8,1084
2966,JH_Bokaro,9,482
2967,JH_Bokaro,10,336
2968,JH_Bokaro,11,70
2969,JH_Bokaro,12,54
2970,JH_Bokaro,13,986
2971,JH_Bokaro,14,9156
2972,JH_Bokaro,15,1836
2973,JH_Bokaro,16,187
2974,JH_Bokaro,17,121
2975,JH_Chatra,1,0
2976,JH_Chatra,2,0
2977,JH_Chatra,3,36
2978,JH_Chatra,4,89
2979,JH_Chatra,5,335
2980,JH_Chatra,6,577
2981,JH_Chatra,7,214
2982,JH_Chatra,8,66
2983,JH_Chatra,9,33
2984,JH_Chatra,10,37
2985,JH_Chatra,11,12
2986,JH_Chatra,12,5
2987,JH_Chatra,13,244
2988,JH_Chatra,14,3525
2989,JH_Chatra,15,615
2990,JH_Chatra,16,69
2991,JH_Chatra,17,9
2992,JH_Deoghar,1,0
2993,JH_Deoghar,2,4
2994,JH_Deoghar,3,6
2995,JH_Deoghar,4,78
2996,JH_Deoghar,5,650
2997,JH_Deoghar,6,1104
2998,JH_Deoghar,7,866
2999,JH_Deoghar,8,540
3000,JH_Deoghar,9,234
3001,JH_Deoghar,10,106
3002,JH_Deoghar,11,17
3003,JH_Deoghar,12,36
3004,JH_Deoghar,13,731
3005,JH_Deoghar,14,4926
3006,JH_Deoghar,15,1026
3007,JH_Deoghar,16,93
3008,JH_Deoghar,17,58
3009,JH_Dhanbad,1,0
3010,JH_Dhanbad,2,4
3011,JH_Dhanbad,3,109
3012,JH_Dhanbad,4,192
3013,JH_Dhanbad,5,1094
3014,JH_Dhanbad,6,2540
3015,JH_Dhanbad,7,1533
3016,JH_Dhanbad,8,1050
3017,JH_Dhanbad,9,434
3018,JH_Dhanbad,10,423
3019,JH_Dhanbad,11,113
3020,JH_Dhanbad,12,47
3021,JH_Dhanbad,13,1121
3022,JH_Dhanbad,14,4954
3023,JH_Dhanbad,15,2058
3024,JH_Dhanbad,16,188
3025,JH_Dhanbad,17,87
3026,JH_Dumka,1,0
3027,JH_Dumka,2,2
3028,JH_Dumka,3,2
3029,JH_Dumka,4,18
3030,JH_Dumka,5,205
3031,JH_Dumka,6,593
3032,JH_Dumka,7,337
3033,JH_Dumka,8,110
3034,JH_Dumka,9,67
3035,JH_Dumka,10,34
3036,JH_Dumka,11,21
3037,JH_Dumka,12,8
3038,JH_Dumka,13,868
3039,JH_Dumka,14,2069
3040,JH_Dumka,15,187
3041,JH_Dumka,16,14
3042,JH_Dumka,17,10
3043,JH_East Singhbhum,1,0
3044,JH_East Singhbhum,2,3
3045,JH_East Singhbhum,3,237
3046,JH_East Singhbhum,4,442
3047,JH_East Singhbhum,5,2946
3048,JH_East Singhbhum,6,7054
3049,JH_East Singhbhum,7,4492
3050,JH_East Singhbhum,8,1236
3051,JH_East Singhbhum,9,626
3052,JH_East Singhbhum,10,704
3053,JH_East Singhbhum,11,241
3054,JH_East Singhbhum,12,220
3055,JH_East Singhbhum,13,3630
3056,JH_East Singhbhum,14,22566
3057,JH_East Singhbhum,15,5610
3058,JH_East Singhbhum,16,395
3059,JH_East Singhbhum,17,100
3060,JH_Garhwa,1,0
3061,JH_Garhwa,2,23
3062,JH_Garhwa,3,63
3063,JH_Garhwa,4,65
3064,JH_Garhwa,5,552
3065,JH_Garhwa,6,826
3066,JH_Garhwa,7,719
3067,JH_Garhwa,8,258
3068,JH_Garhwa,9,134
3069,JH_Garhwa,10,72
3070,JH_Garhwa,11,16
3071,JH_Garhwa,12,0
3072,JH_Garhwa,13,251
3073,JH_Garhwa,14,2807
3074,JH_Garhwa,15,769
3075,JH_Garhwa,16,84
3076,JH_Garhwa,17,30
3077,JH_Giridih,1,0
3078,JH_Giridih,2,10
3079,JH_Giridih,3,43
3080,JH_Giridih,4,95
3081,JH_Giridih,5,1006
3082,JH_Giridih,6,1550
3083,JH_Giridih,7,417
3084,JH_Giridih,8,80
3085,JH_Giridih,9,70
3086,JH_Giridih,10,27
3087,JH_Giridih,11,0
3088,JH_Giridih,12,1
3089,JH_Giridih,13,225
3090,JH_Giridih,14,4022
3091,JH_Giridih,15,1073
3092,JH_Giridih,16,78
3093,JH_Giridih,17,7
3094,JH_Godda,1,0
3095,JH_Godda,2,1
3096,JH_Godda,3,0
3097,JH_Godda,4,28
3098,JH_Godda,5,598
3099,JH_Godda,6,409
3100,JH_Godda,7,756
3101,JH_Godda,8,183
3102,JH_Godda,9,42
3103,JH_Godda,10,31
3104,JH_Godda,11,16
3105,JH_Godda,12,3
3106,JH_Godda,13,409
3107,JH_Godda,14,2767
3108,JH_Godda,15,379
3109,JH_Godda,16,39
3110,JH_Godda,17,28
3111,JH_Gumla,1,0
3112,JH_Gumla,2,0
3113,JH_Gumla,3,89
3114,JH_Gumla,4,41
3115,JH_Gumla,5,377
3116,JH_Gumla,6,790
3117,JH_Gumla,7,522
3118,JH_Gumla,8,277
3119,JH_Gumla,9,67
3120,JH_Gumla,10,73
3121,JH_Gumla,11,37
3122,JH_Gumla,12,25
3123,JH_Gumla,13,561
3124,JH_Gumla,14,5170
3125,JH_Gumla,15,1329
3126,JH_Gumla,16,141
3127,JH_Gumla,17,21
3128,JH_Hazaribagh,1,0
3129,JH_Hazaribagh,2,18
3130,JH_Hazaribagh,3,112
3131,JH_Hazaribagh,4,166
3132,JH_Hazaribagh,5,648
3133,JH_Hazaribagh,6,1600
3134,JH_Hazaribagh,7,1182
3135,JH_Hazaribagh,8,257
3136,JH_Hazaribagh,9,151
3137,JH_Hazaribagh,10,138
3138,JH_Hazaribagh,11,18
3139,JH_Hazaribagh,12,10
3140,JH_Hazaribagh,13,968
3141,JH_Hazaribagh,14,11629
3142,JH_Hazaribagh,15,2028
3143,JH_Hazaribagh,16,145
3144,JH_Hazaribagh,17,30
3145,JH_Jamtara,1,0
3146,JH_Jamtara,2,2
3147,JH_Jamtara,3,26
3148,JH_Jamtara,4,7
3149,JH_Jamtara,5,142
3150,JH_Jamtara,6,368
3151,JH_Jamtara,7,346
3152,JH_Jamtara,8,216
3153,JH_Jamtara,9,72
3154,JH_Jamtara,10,43
3155,JH_Jamtara,11,11
3156,JH_Jamtara,12,6
3157,JH_Jamtara,13,426
3158,JH_Jamtara,14,3245
3159,JH_Jamtara,15,406
3160,JH_Jamtara,16,84
3161,JH_Jamtara,17,17
3162,JH_Khunti,1,0
3163,JH_Khunti,2,0
3164,JH_Khunti,3,16
3165,JH_Khunti,4,14
3166,JH_Khunti,5,364
3167,JH_Khunti,6,689
3168,JH_Khunti,7,636
3169,JH_Khunti,8,222
3170,JH_Khunti,9,56
3171,JH_Khunti,10,63
3172,JH_Khunti,11,11
3173,JH_Khunti,12,8
3174,JH_Khunti,13,467
3175,JH_Khunti,14,4183
3176,JH_Khunti,15,790
3177,JH_Khunti,16,27
3178,JH_Khunti,17,22
3179,JH_Koderma,1,0
3180,JH_Koderma,2,6
3181,JH_Koderma,3,122
3182,JH_Koderma,4,180
3183,JH_Koderma,5,542
3184,JH_Koderma,6,1308
3185,JH_Koderma,7,1006
3186,JH_Koderma,8,127
3187,JH_Koderma,9,57
3188,JH_Koderma,10,68
3189,JH_Koderma,11,20
3190,JH_Koderma,12,7
3191,JH_Koderma,13,820
3192,JH_Koderma,14,7081
3193,JH_Koderma,15,1066
3194,JH_Koderma,16,101
3195,JH_Koderma,17,42
3196,JH_Latehar,1,0
3197,JH_Latehar,2,1
3198,JH_Latehar,3,51
3199,JH_Latehar,4,66
3200,JH_Latehar,5,389
3201,JH_Latehar,6,696
3202,JH_Latehar,7,377
3203,JH_Latehar,8,126
3204,JH_Latehar,9,96
3205,JH_Latehar,10,76
3206,JH_Latehar,11,30
3207,JH_Latehar,12,10
3208,JH_Latehar,13,388
3209,JH_Latehar,14,4197
3210,JH_Latehar,15,994
3211,JH_Latehar,16,138
3212,JH_Latehar,17,33
3213,JH_Lohardaga,1,0
3214,JH_Lohardaga,2,0
3215,JH_Lohardaga,3,37
3216,JH_Lohardaga,4,69
3217,JH_Lohardaga,5,232
3218,JH_Lohardaga,6,449
3219,JH_Lohardaga,7,580
3220,JH_Lohardaga,8,230
3221,JH_Lohardaga,9,82
3222,JH_Lohardaga,10,44
3223,JH_Lohardaga,11,17
3224,JH_Lohardaga,12,9
3225,JH_Lohardaga,13,283
3226,JH_Lohardaga,14,3653
3227,JH_Lohardaga,15,738
3228,JH_Lohardaga,16,47
3229,JH_Lohardaga,17,20
3230,JH_Pakur,1,0
3231,JH_Pakur,2,0
3232,JH_Pakur,3,29
3233,JH_Pakur,4,75
3234,JH_Pakur,5,234
3235,JH_Pakur,6,239
3236,JH_Pakur,7,229
3237,JH_Pakur,8,60
3238,JH_Pakur,9,20
3239,JH_Pakur,10,2
3240,JH_Pakur,11,1
3241,JH_Pakur,12,2
3242,JH_Pakur,13,283
3243,JH_Pakur,14,1228
3244,JH_Pakur,15,102
3245,JH_Pakur,16,4
3246,JH_Pakur,17,8
3247,JH_Palamu,1,0
3248,JH_Palamu,2,15
3249,JH_Palamu,3,30
3250,JH_Palamu,4,53
3251,JH_Palamu,5,849
3252,JH_Palamu,6,1080
3253,JH_Palamu,7,798
3254,JH_Palamu,8,294
3255,JH_Palamu,9,167
3256,JH_Palamu,10,231
3257,JH_Palamu,11,34
3258,JH_Palamu,12,0
3259,JH_Palamu,13,204
3260,JH_Palamu,14,6836
3261,JH_Palamu,15,1250
3262,JH_Palamu,16,62
3263,JH_Palamu,17,6
3264,JH_Ramgarh,1,0
3265,JH_Ramgarh,2,0
3266,JH_Ramgarh,3,108
3267,JH_Ramgarh,4,90
3268,JH_Ramgarh,5,503
3269,JH_Ramgarh,6,2135
3270,JH_Ramgarh,7,799
3271,JH_Ramgarh,8,358
3272,JH_Ramgarh,9,182
3273,JH_Ramgarh,10,196
3274,JH_Ramgarh,11,21
3275,JH_Ramgarh,12,25
3276,JH_Ramgarh,13,775
3277,JH_Ramgarh,14,7067
3278,JH_Ramgarh,15,1041
3279,JH_Ramgarh,16,96
3280,JH_Ramgarh,17,61
3281,JH_Ranchi,1,0
3282,JH_Ranchi,2,102
3283,JH_Ranchi,3,72
3284,JH_Ranchi,4,314
3285,JH_Ranchi,5,3707
3286,JH_Ranchi,6,9088
3287,JH_Ranchi,7,9445
3288,JH_Ranchi,8,3212
3289,JH_Ranchi,9,2199
3290,JH_Ranchi,10,2553
3291,JH_Ranchi,11,1074
3292,JH_Ranchi,12,749
3293,JH_Ranchi,13,11877
3294,JH_Ranchi,14,34200
3295,JH_Ranchi,15,3434
3296,JH_Ranchi,16,274
3297,JH_Ranchi,17,213
3298,JH_Sahibganj,1,0
3299,JH_Sahibganj,2,0
3300,JH_Sahibganj,3,3
3301,JH_Sahibganj,4,46
3302,JH_Sahibganj,5,333
3303,JH_Sahibganj,6,642
3304,JH_Sahibganj,7,323
3305,JH_Sahibganj,8,134
3306,JH_Sahibganj,9,53
3307,JH_Sahibganj,10,22
3308,JH_Sahibganj,11,7
3309,JH_Sahibganj,12,3
3310,JH_Sahibganj,13,677
3311,JH_Sahibganj,14,1885
3312,JH_Sahibganj,15,404
3313,JH_Sahibganj,16,88
3314,JH_Sahibganj,17,37
3315,JH_Saraikela-Kharsawan,1,0
3316,JH_Saraikela-Kharsawan,2,0
3317,JH_Saraikela-Kharsawan,3,36
3318,JH_Saraikela-Kharsawan,4,71
3319,JH_Saraikela-Kharsawan,5,455
3320,JH_Saraikela-Kharsawan,6,1498
3321,JH_Saraikela-Kharsawan,7,1099
3322,JH_Saraikela-Kharsawan,8,235
3323,JH_Saraikela-Kharsawan,9,110
3324,JH_Saraikela-Kharsawan,10,42
3325,JH_Saraikela-Kharsawan,11,7
3326,JH_Saraikela-Kharsawan,12,21
3327,JH_Saraikela-Kharsawan,13,148
3328,JH_Saraikela-Kharsawan,14,2506
3329,JH_Saraikela-Kharsawan,15,684
3330,JH_Saraikela-Kharsawan,16,41
3331,JH_Saraikela-Kharsawan,17,7
3332,JH_Simdega,1,0
3333,JH_Simdega,2,2
3334,JH_Simdega,3,244
3335,JH_Simdega,4,124
3336,JH_Simdega,5,390
3337,JH_Simdega,6,573
3338,JH_Simdega,7,324
3339,JH_Simdega,8,166
3340,JH_Simdega,9,60
3341,JH_Simdega,10,35
3342,JH_Simdega,11,25
3343,JH_Simdega,12,10
3344,JH_Simdega,13,314
3345,JH_Simdega,14,3268
3346,JH_Simdega,15,1144
3347,JH_Simdega,16,174
3348,JH_Simdega,17,35
3349,JH_West Singhbhum,1,0
3350,JH_West Singhbhum,2,0
3351,JH_West Singhbhum,3,47
3352,JH_West Singhbhum,4,45
3353,JH_West Singhbhum,5,559
3354,JH_West Singhbhum,6,1704
3355,JH_West Singhbhum,7,1469
3356,JH_West Singhbhum,8,462
3357,JH_West Singhbhum,9,164
3358,JH_West Singhbhum,10,97
3359,JH_West Singhbhum,11,25
3360,JH_West Singhbhum,12,8
3361,JH_West Singhbhum,13,440
3362,JH_West Singhbhum,14,5812
3363,JH_West Singhbhum,15,1465
3364,JH_West Singhbhum,16,117
3365,JH_West Singhbhum,17,23
3366,JK_Anantnag,1,0
3367,JK_Anantnag,2,145
3368,JK_Anantnag,3,345
3369,JK_Anantnag,4,291
3370,JK_Anantnag,5,776
3371,JK_Anantnag,6,1171
3372,JK_Anantnag,7,867
3373,JK_Anantnag,8,557
3374,JK_Anantnag,9,236
3375,JK_Anantnag,10,168
3376,JK_Anantnag,11,114
3377,JK_Anantnag,12,125
3378,JK_Anantnag,13,381
3379,JK_Anantnag,14,5662
3380,JK_Anantnag,15,4207
3381,JK_Anantnag,16,665
3382,JK_Anantnag,17,108
3383,JK_Bandipora,1,0
3384,JK_Bandipora,2,134
3385,JK_Bandipora,3,104
3386,JK_Bandipora,4,159
3387,JK_Bandipora,5,882
3388,JK_Bandipora,6,1501
3389,JK_Bandipora,7,831
3390,JK_Bandipora,8,450
3391,JK_Bandipora,9,313
3392,JK_Bandipora,10,121
3393,JK_Bandipora,11,25
3394,JK_Bandipora,12,23
3395,JK_Bandipora,13,197
3396,JK_Bandipora,14,1786
3397,JK_Bandipora,15,2144
3398,JK_Bandipora,16,375
3399,JK_Bandipora,17,129
3400,JK_Baramulla,1,0
3401,JK_Baramulla,2,110
3402,JK_Baramulla,3,399
3403,JK_Baramulla,4,816
3404,JK_Baramulla,5,970
3405,JK_Baramulla,6,1108
3406,JK_Baramulla,7,1516
3407,JK_Baramulla,8,1794
3408,JK_Baramulla,9,836
3409,JK_Baramulla,10,296
3410,JK_Baramulla,11,106
3411,JK_Baramulla,12,232
3412,JK_Baramulla,13,1603
3413,JK_Baramulla,14,7519
3414,JK_Baramulla,15,4940
3415,JK_Baramulla,16,666
3416,JK_Baramulla,17,293
3417,JK_Budgam,1,0
3418,JK_Budgam,2,53
3419,JK_Budgam,3,186
3420,JK_Budgam,4,341
3421,JK_Budgam,5,1086
3422,JK_Budgam,6,2065
3423,JK_Budgam,7,1568
3424,JK_Budgam,8,874
3425,JK_Budgam,9,870
3426,JK_Budgam,10,351
3427,JK_Budgam,11,126
3428,JK_Budgam,12,148
3429,JK_Budgam,13,751
3430,JK_Budgam,14,6684
3431,JK_Budgam,15,6187
3432,JK_Budgam,16,808
3433,JK_Budgam,17,241
3434,JK_Doda,1,0
3435,JK_Doda,2,0
3436,JK_Doda,3,63
3437,JK_Doda,4,85
3438,JK_Doda,5,179
3439,JK_Doda,6,605
3440,JK_Doda,7,1369
3441,JK_Doda,8,363
3442,JK_Doda,9,483
3443,JK_Doda,10,123
3444,JK_Doda,11,10
3445,JK_Doda,12,4
3446,JK_Doda,13,64
3447,JK_Doda,14,1051
3448,JK_Doda,15,1799
3449,JK_Doda,16,647
3450,JK_Doda,17,320
